Timestamp;byte_s;Seq;Cmd;hurtType;armorType
7222079;106;0;0;0;0
7223077;106;0;0;0;0
7224079;106;0;0;0;0
7225077;106;0;0;0;0
7226080;106;0;0;0;0
7227078;4;80;4;0;0
7228091;157;80;4;0;0
7229078;233;0;0;0;0
7230079;0;0;0;0;0
7231080;0;0;0;0;0
7232078;0;0;0;0;0
7233080;0;0;0;0;0
7234078;0;0;0;0;0
7235080;0;0;0;0;0
7236077;0;0;0;0;0
7237080;0;0;0;0;0
7238120;0;0;0;0;0
7239077;0;0;0;0;0
7240079;0;0;0;0;0
7241080;0;0;0;0;0
7242077;0;0;0;0;0
7243080;0;0;0;0;0
7244078;0;0;0;0;0
7245080;0;0;0;0;0
7246078;0;0;0;0;0
7247080;4;82;4;0;0
7248078;157;82;4;0;0
7249091;95;0;0;0;0
7250078;0;0;0;0;0
7251079;67;0;0;0;0
7252080;202;0;0;0;0
7253078;202;0;0;0;0
7254080;202;0;0;0;0
7255078;202;0;0;0;0
7256080;202;0;0;0;0
7257078;202;0;0;0;0
7258075;202;0;0;0;0
7259079;202;0;0;0;0
7260090;202;0;0;0;0
7261078;202;0;0;0;0
7262079;202;0;0;0;0
7263080;202;0;0;0;0
7264078;202;0;0;0;0
7265080;202;0;0;0;0
7266078;202;0;0;0;0
7267080;4;84;4;0;0
7268079;157;84;4;0;0
7269075;95;0;0;0;0
7270079;0;0;0;0;0
7271092;120;0;0;0;0
7272078;158;0;0;0;0
7273080;158;0;0;0;0
7274079;158;0;0;0;0
7275078;158;0;0;0;0
7276075;158;0;0;0;0
7277079;158;0;0;0;0
7278080;158;0;0;0;0
7279078;158;0;0;0;0
7280075;158;0;0;0;0
7281079;158;0;0;0;0
7282090;158;0;0;0;0
7283078;158;0;0;0;0
7284080;158;0;0;0;0
7285079;158;0;0;0;0
7286078;158;0;0;0;0
7287079;4;86;4;0;0
7288078;157;86;4;0;0
7289079;12;0;0;0;0
7290077;0;0;0;0;0
7291080;64;0;0;0;0
7292093;179;0;0;0;0
7293078;179;0;0;0;0
7294079;179;0;0;0;0
7295080;179;0;0;0;0
7296078;179;0;0;0;0
7297080;179;0;0;0;0
7298078;179;0;0;0;0
7299080;179;0;0;0;0
7300078;179;0;0;0;0
7301080;179;0;0;0;0
7302078;179;0;0;0;0
7303093;179;0;0;0;0
7304077;179;0;0;0;0
7305079;179;0;0;0;0
7306080;179;0;0;0;0
7307078;4;88;4;0;0
7308075;110;88;4;0;0
7309079;163;88;4;0;0
7310080;0;0;0;0;0
7311078;63;0;0;0;0
7312080;0;90;1;0;0
7313089;36;90;1;0;0
